id,job,pcn,description,Av,Ugs,temperature,dry_O2,test_type_id,water
321,240319,6303,Potomac Energy (6303) - NOx Type 2,53.98,,315.56,0.1355,3,0.08650000000000001
322,240319,6303,Potomac Energy (6303) - Pressure Drop,31.35,,343.33,0.1247,7,0.09630000000000001
323,MT Prequal,6372,MT DeNOx Prequal,27.11,,465.0,0.1484,3,0.0647
324,240399,6340,Safety Power SPI 8144 (6340) - NOx Type 2,8.33,,483.0,0.13949999999999999,3,0.14
325,240399,6340,Safety Power SPI 8144 (6340) - Pressure Drop,6.48,,483.0,0.13949999999999999,7,0.14
326,240212,6255,Port Arthur B6100 (6255) - NOx Type 2,22.81,,396.11,0.0301,3,0.1752
327,240212,6255,Port Arthur B6100 (6255) - Pressure Drop,17.04,,396.11,0.0301,7,0.1752
328,240374,6331,UConn Replacement 2024 (6331) - NOx Type 2,20.64,,303.33,0.1144,3,0.07400000000000001
329,240374,6331,UConn Replacement 2024 (6331) - Pressure Drop,16.27,,303.33,0.1144,7,0.07400000000000001
330,240336,6312,Bethlehem U6 Replmt (6312) - NOx Type 2,43.19,,302.22,0.1201,3,0.1505
331,240336,6312,Bethlehem U6 Replmt (6312) - Pressure Drop,28.44,,302.22,0.1201,7,0.1505
332,MT Prequal,6372,Standard HCD2 MT Test Condition,28.7,,442.0,0.145,3,0.10400000000000001
333,240043,,Bethpage 2.3 CO Ramp,,2.847,176.7,0.16699999999999998,4,0.1
334,240043,NonCM,Bethpage 1.1 CO Ramp,,3.277,176.7,0.16,4,0.06
335,240051,6242,Osprey U1 Replmt Meteor (6242) - NOx Type 2,37.95,,305.56,0.1356,3,0.078
336,240051,6242,Osprey U1 Replmt Meteor (6242) - Pressure Drop,18.88,,293.33,0.1356,7,0.078
337,240051,6242,Osprey U1 Replmt Meteor (6242) - Pressure Drop (Corrected),20.27,,322.0,0.1356,7,0.078
338,240051,6242,Osprey U1 Replmt Meteor (6242) - CO Oxidation,18.88,,293.33,0.1356,4,0.078
339,240050,6210,Osprey U2 Replmt Meteor (6210) - NOx Type 2,37.95,,305.56,0.1356,3,0.078
340,240050,6210,Osprey U2 Replmt Meteor (6210) - Pressure Drop,20.27,,322.0,0.1356,7,0.078
341,240050,6210,Osprey U2 Replmt Meteor (6210) - CO Oxidation,18.88,,293.33,0.1356,4,0.078
342,240354,6337,Baytown Ethylene Heater BOP XGF 01 (6337) - NOx Type 2,15.38,,426.7,0.0338,3,0.201
343,240354,6337,Baytown Ethylene Heater BOP XGF 01 (6337) - Pressure Drop,6.5,,426.7,0.0338,7,0.201
344,240401,6339,Shell Polymer Monaca Catalyst Replmt (6339) - NOx Type 2,35.04,,326.67,0.1484,3,0.0646
345,240401,6339,Shell Polymer Monaca Catalyst Replmt (6339) - Pressure Drop,26.11,,364.44,0.1216,7,0.0898
346,240150,6243,CNOOC Shenzhen HRSG (6243) - NOx Type 2,42.22,,355.5,0.127,3,0.0866
347,240150,6243,CNOOC Shenzhen HRSG (6243) - Pressure Drop,31.96,,355.5,0.127,7,0.0866
348,240233,6265,Saltend SCR Catalyst (6265) - NOx Type 2,35.86,,383.0,0.0232,3,0.3177
349,240233,6265,Saltend SCR Catalyst (6265) - Pressure Drop,27.77,,403.2,0.0209,7,0.17329999999999998
350,240234,6266,Saltend CO Catalyst (6266) - CO Oxidation,85.33,,403.2,0.0209,4,0.17329999999999998
351,240234,6266,Saltend CO Catalyst (6266) - Pressure Drop,68.25,,403.2,0.0209,7,0.17329999999999998
352,240377,6333,Kings Mountain Energy Center SCR Repl s25 (6333) - NOx Type 2,33.37,,385.0,0.1419,3,0.0958
353,240377,6333,Kings Mountain Energy Center SCR Repl s25 (6333) - Pressure Drop,17.21,,385.0,0.1419,7,0.0958
354,240415,6345,Dow FS-1 Retrofit (6345) - NOx Type 2,16.98,,400.0,0.0216,3,0.3321
355,240415,6345,Dow FS-1 Retrofit (6345) - Pressure Drop,7.45,,400.0,0.0216,7,0.3321
356,240428,6347,Harrison County Replmt s25 (6347) - NOx Type 2,81.74,,351.11,0.126,3,0.0933
357,240428,6347,Harrison County Replmt s25 (6347) - Pressure Drop,60.79,,346.0,0.1317,7,0.0796
358,240462,6354,Dow Freeport LHC-9 Repl 2025 F-120 (6354) - NOx Type 2,20.08,,376.67,0.0222,3,0.2692
359,240462,6354,Dow Freeport LHC-9 Repl 2025 F-120 (6354) - Pressure Drop,6.63,,376.67,0.0222,7,0.2692
360,240462,6354,S27-15STb Standard Activity Test,32.0,,320.0,0.15,3,0.07
361,240460,6358,Dongguan PDH DeNMHC (6358) - VOC Removal,45.05,,510.0,0.1637,5,0.12380000000000001
362,240460,6358,Dongguan PDH DeNMHC (6358) - Pressure Drop,32.98,,540.0,0.1637,7,0.12380000000000001
363,240473,6355,McPherson Reformer Repl. 2025 (6355) - NOx Type 2,21.89,,232.0,0.0269,3,0.1797
364,240473,6355,McPherson Reformer Repl. 2025 (6355) - Pressure Drop,12.69,,315.56,0.0269,7,0.1797
365,240565,6379,Sinclair SMR Emergency Replace 2025 (6379) - NOx Type 2,23.15,,398.9,0.0273,3,0.1678
366,240565,6379,Sinclair SMR Emergency Replace 2025 (6379) - Pressure Drop,11.62,,345.6,0.0273,7,0.1678
367,240554,6373,Sabine River Works BA109 (6373) - NOx Type 2,15.58,,287.78,0.0208,3,0.28
368,240554,6373,Sabine River Works BA109 (6373) - Pressure Drop,8.25,,398.89,0.0208,7,0.28
369,240247,2680,Napanee PN2680,37.39,,292.4,0.1362,3,0.0756
370,TBD,NonCM,Trimble2_deNOx,,2.08,390.6,0.036000000000000004,3,0.098
371,TBD,NonCM,Trimble2_SO2ox,,2.08,390.6,0.036000000000000004,1,0.098
372,250005,4387,TokaiBorger DeNOx,17.09,,398.89,0.047400000000000005,3,0.36700000000000005
373,240420,576,Huntertown PN576,32.74,,312.0,0.1128,3,0.09910000000000001
374,240531,,Dallman U4 NOx,14.6,,360.0,0.032,3,0.11
375,240531,,Dallman U4 SO2,14.6,,360.0,0.032,1,0.11
376,240481,6356,MRP Vaca Dixon (6356) - NOx Type 2,25.28,,454.44,0.1487,3,0.07519999999999999
377,240481,6356,MRP Vaca Dixon (6356) - Pressure Drop,16.34,,454.44,0.1487,7,0.07519999999999999
378,240525,6376,"KIAC 2025 Replacement (6376,6381) - NOx Type 2",16.47,,254.44,0.1444,3,0.1
379,240525,"6376,6381","KIAC 2025 Replacement (6376,6381) - CO Oxidation",14.81,,254.44,0.1444,4,0.1
380,240525,"6376,6381","KIAC 2025 Replacement (6376,6381) - Pressure Drop",9.03,,265.56,0.1444,7,0.1
381,240348,6317,"Mountain Peak Tesla (6317,6318) - NOx Type 2",17.26,,454.44,0.1551,3,0.058899999999999994
382,240348,6317,"Mountain Peak Tesla (6317,6318) - CO Oxidation",16.57,,454.44,0.1551,4,0.058899999999999994
383,240348,6317,"Mountain Peak Tesla (6317,6318) - VOC Oxidation",16.57,,454.44,0.1551,5,0.058899999999999994
384,240348,6317,"Mountain Peak Tesla (6317,6318) - VOC Oxidation",12.84,,454.44,0.1551,7,0.058899999999999994
385,240373,6330,West Valley Replmt 2025 - NOx Type 2,26.6,,350.63,0.1576,3,0.0757
386,240373,6330,West Valley Replmt 2025 - Pressure Drop,20.2,,425.73,0.1471,7,0.0969
387,240569,6382,UC Davis Medical Center - Central Plant (6382) - NOx Type 2,30.55,,379.44,0.14279999999999998,3,0.09609999999999999
388,240569,6382,UC Davis Medical Center - Central Plant (6382) - Pressure Drop,20.55,,379.44,0.14279999999999998,7,0.09609999999999999
389,240381,6335,AECC - Thomas Fitzhugh (6335) - NOx Type 2,20.27,,449.36,0.1419,3,0.11869999999999999
390,240381,6335,AECC - Thomas Fitzhugh (6335) - Pressure Drop,15.13,,449.36,0.1419,7,0.11869999999999999
391,230460,6160,Chuantou Luzhou U2 (6160) - NOx Type 2,42.53,,362.2,0.11720000000000001,3,0.1002
392,230460,6160,Chuantou Luzhou U2 (6160) - Pressure Drop,33.37,,362.2,0.11720000000000001,7,0.1002
393,230169,6070,Orange County Advanced Power Station (6070) - NOx Type 2,26.18,,371.67,0.11800000000000001,3,0.10830000000000001
394,230169,6070,Orange County Advanced Power Station (6070) - CO Oxidation,22.01,,335.0,0.12369999999999999,4,0.0956
395,230169,6070,Orange County Advanced Power Station (6070) - VOC Oxidation,22.01,,335.0,0.12369999999999999,5,0.0956
396,230169,6070,Orange County Advanced Power Station (6070) - Pressure Drop,18.9,,368.89,0.1175,7,0.12
397,240105,6226,Pro Energy Tinker (6226) - NOx Type 2,19.95,,476.67,0.1418,3,0.12240000000000001
398,240105,6226,Pro Energy Tinker (6226) - Pressure Drop,14.54,,468.33,0.1417,7,0.12
399,240105,6226,S12-17MTc Standard Activity Test,28.7,,442.0,0.145,3,0.10400000000000001
400,240559,6375,Ras Laffan C Replacement U8 (6375) - NOx Type 2,43.73,,341.0,0.12240000000000001,3,0.094
401,240559,6375,Ras Laffan C Replacement U8 (6375) - Pressure Drop,27.17,,341.0,0.12240000000000001,7,0.094
402,240421,6349,Crusoe LM2500 (6349) - NOx Type 2,18.78,,448.8,0.1612,3,0.0565
403,240421,6349,Crusoe LM2500 (6349) - Pressure Drop,13.45,,448.8,0.1612,7,0.0565
404,240421,6349,Crusoe LM2500 (6349) - CO Oxidation,14.73,,420.0,0.1693,4,0.048600000000000004
405,240421,6349,Crusoe LM2500 (6349) - VOC Removal,14.73,,420.0,0.1693,5,0.048600000000000004
406,240421,6351,"Crusoe Titan T-350 (6351,6352) - NOx Type 2",23.79,,423.44,0.1595,3,0.0529
407,240421,6351,"Crusoe Titan T-350 (6351,6352) - Pressure Drop",16.0,,423.44,0.1595,7,0.0529
408,240421,6351,"Crusoe Titan T-350 (6351,6352) - CO Oxidation",21.26,,412.68,0.16,4,0.0519
409,240421,6351,"Crusoe Titan T-350 (6351,6352) - VOC Removal",20.4,,412.68,0.16,5,0.0519
410,240515,6363,Shanxi Sihe Replmt 2025 (6363) - NOx Type 2,14.35,,380.0,0.1114,3,0.1103
411,240515,6363,Shanxi Sihe Replmt 2025 (6363) - Pressure Drop,7.63,,380.0,0.1114,7,0.1103
412,240570,6383,P66 Rodeo U250 (6383) - NOx Type 2,13.82,,401.67,0.038599999999999995,3,0.1518
413,240570,6383,P66 Rodeo U250 (6383) - Pressure Drop,11.54,,401.67,0.038599999999999995,7,0.1518
414,240490,6366,Enterprise Mt Belvieu Aux Blr B Repl25 (6366) - NOx Type 2,23.05,,398.89,0.03,3,0.18350000000000002
415,240490,6366,Enterprise Mt Belvieu Aux Blr B Repl25 (6366) - Pressure Drop,16.82,,398.89,0.03,7,0.18350000000000002
416,240533,6367,Enterprise Mt Belvieu Aux Blr A Repl25 (6367) - NOx Type 2,23.05,,398.89,0.03,3,0.18350000000000002
417,240533,6367,Enterprise Mt Belvieu Aux Blr A Repl25 (6367) - Pressure Drop,16.82,,398.89,0.03,7,0.18350000000000002
418,240593,6392,Valero Three Rivers 54F2 f25 (6392) - NOx Type 2,25.25,,383.33,0.03,3,0.1812
419,240593,6392,Valero Three Rivers 54F2 f25 (6392) - Pressure Drop,19.1,,383.33,0.03,7,0.1812
420,240302,6292,Targa Mont Belvieu 11AB (6292) - NOx Type 2,23.83,,369.44,0.03,3,0.1734
421,240302,6292,Targa Mont Belvieu 11AB (6292) - Pressure Drop,18.22,,369.44,0.03,7,0.1734
422,240494,6360,El Segundo 4CU R-1190 Replacement 2025 (6360) - NOx Type 2,18.66,,343.33,0.0208,3,0.1686
423,240494,6360,El Segundo 4CU R-1190 Replacement 2025 (6360) - Pressure Drop,13.02,,343.33,0.0208,7,0.1686
424,240413,6344,Yara Adamov (6344) - NOx Type 2,41.11,,348.89,0.1298,3,0.083
425,240413,6344,Yara Adamov (6344) - Pressure Drop,29.48,,365.05,0.1294,7,0.09029999999999999
426,240418,6346,McNeil Replacement (6346) - NOx Type 2,14.83,,232.22,0.05,3,0.23260000000000003
427,240418,6346,McNeil Replacement (6346) - Pressure Drop,5.52,,232.22,0.05,7,0.23260000000000003
428,230012,5708,Shawnee U3 Supply f23 (5708) - 100% PRB Fuel SO2 Oxidation,6.91,,387.2,0.0347,1,0.1207
429,230593,5747,DTE Monroe U4L4 Spr 2025 (5747) - NOx EPRI/VGB,13.68,,337.8,0.030299999999999997,3,0.1059
430,230593,5747,DTE Monroe U4L4 Spr 2025 (5747) - SO2 Oxidation,13.68,,337.8,0.030299999999999997,1,0.1059
431,230593,5747,DTE Monroe U4L4 Spr 2025 (5747) - Pressure Drop,13.68,,337.8,0.030299999999999997,7,0.1059
432,240297,5764,Harrison U3L1 DB s25 (5764) - NOx EPRI/VGB,18.3,,357.22,0.041299999999999996,3,0.08
433,240297,5764,Harrison U3L1 DB s25 (5764) - SO2 Oxidation,18.3,,357.22,0.041299999999999996,1,0.08
434,240297,5764,Harrison U3L1 DB s25 (5764) - Pressure Drop,18.3,,357.22,0.041299999999999996,7,0.08
435,240316,5767,Cross U3 Hyb New 18x9 s25 (5767) - NOx EPRI/VGB,17.8,,394.0,0.0393,3,0.08310000000000001
436,240316,5767,Cross U3 Hyb New 18x9 s25 (5767) - SO2 Oxidation,17.8,,394.0,0.0393,1,0.08310000000000001
437,240316,5767,Cross U3 Hyb New 18x9 s25 (5767) - Pressure Drop,17.8,,394.0,0.0393,7,0.08310000000000001
438,240251,5769,Joliet Relmt Feb 2025 (5769) - NOx Type 2,7.83,,341.67,0.022400000000000003,3,0.10619999999999999
439,240251,5769,Joliet Relmt Feb 2025 (5769) - Pressure Drop,4.21,,341.67,0.022400000000000003,7,0.10619999999999999
440,240391,5770,Black Hills Power Wygen New Catalyst Purchase Spring 2025 (5770) - NOx EPRI/VGB,21.3,,420.0,0.02,3,0.07
441,240391,5770,Black Hills Power Wygen New Catalyst Purchase Spring 2025 (5770) - SO2 Oxidation,10.6,,420.0,0.02,1,0.07
442,240300,5779,Amos Uint 2 Layer 2 18 x 9 DB Spring 25 (5779) - NOx EPRI/VGB,16.38,,377.2,0.033,3,0.08900000000000001
443,240300,5779,Amos Uint 2 Layer 2 18 x 9 DB Spring 25 (5779) - SO2 Oxidation,16.38,,377.2,0.033,1,0.08900000000000001
444,240300,5779,Amos Uint 2 Layer 2 18 x 9 DB Spring 25 (5779) - Pressure Drop,16.38,,377.2,0.033,7,0.08900000000000001
445,240470,5774,AECI New Madrid 2 Layers Spring 2025 (5774) - NOx EPRI/VGB,13.92,,415.6,0.0217,3,0.08
446,240470,5774,AECI New Madrid 2 Layers Spring 2025 (5774) - SO2 Oxidation,13.92,,415.6,0.0217,1,0.08
447,240470,5774,AECI New Madrid 2 Layers Spring 2025 (5774) - Pressure Drop,13.92,,415.6,0.0217,7,0.08
448,240579,5781,Birla Carbon Thailand (BCTR) Units 1 and 2 (5781) - NOx Type 2,7.41,,395.0,0.0318,3,0.3078
449,240579,5781,Birla Carbon Thailand (BCTR) Units 1 and 2 (5781) - SO2 Oxidation,5.38,,410.0,0.053399999999999996,1,0.2507
450,240579,5781,Birla Carbon Thailand (BCTR) Units 1 and 2 (5781) - Pressure Drop,5.38,,410.0,0.053399999999999996,7,0.2507
451,240539,5777,Gibson U1 L1 Sp25-DB New (5777) - NOx EPRI/VGB,15.98,,385.0,0.035,3,0.11
452,240539,5777,Gibson U1 L1 Sp25-DB New (5777) - SO2 Oxidation,15.98,,385.0,0.035,1,0.11
453,240541,5778,Gibson U1 L2 Sp25-DB-New (5778) - NOx EPRI/VGB,15.98,,385.0,0.035,3,0.11
454,240541,5778,Gibson U1 L2 Sp25-DB-New (5778) - SO2 Oxidation,15.98,,385.0,0.035,1,0.11
455,240556,6374,Citgo Lemont FCC replmt 2025 (6374) - NOx Type 2,8.14,,398.89,0.0301,3,0.0786
456,240556,6374,Citgo Lemont FCC replmt 2025 (6374) - SO2 Oxidation,4.96,,362.78,0.0302,1,0.0732
457,240556,6374,Citgo Lemont FCC replmt 2025 (6374) - Pressure Drop,5.36,,398.89,0.0301,7,0.0786
458,240573,6385,Carson FCC Replmt (6385) - NOx Type 2,9.14,,328.3,0.027200000000000002,3,0.099
459,240573,6385,Carson FCC Replmt (6385) - SO2 Oxidation,3.9,,326.7,0.0265,1,0.0947
460,240573,6385,Carson FCC Replmt (6385) - Pressure Drop,4.41,,328.3,0.027200000000000002,7,0.099
461,240422,5772,Crystal River Unit 5 layer 2 Fall 25 Replacement - 22 cell (5772) - NOx EPRI/VGB,11.2,,365.6,0.0296,3,0.09699999999999999
462,240422,5772,Crystal River Unit 5 layer 2 Fall 25 Replacement - 22 cell (5772) - SO2 Oxidation,11.2,,379.4,0.0296,1,0.09699999999999999
463,240422,5772,Crystal River Unit 5 layer 2 Fall 25 Replacement - 22 cell (5772) - Pressure Drop,10.71,,365.6,0.0296,7,0.09699999999999999
464,240422,5771,Crystal River Unit 5 Layer 2 Fall 25 Replacement - 26x6 DB (5771) - NOx EPRI/VGB,15.15,,365.6,0.0296,3,0.09699999999999999
465,240422,5771,Crystal River Unit 5 Layer 2 Fall 25 Replacement - 26x6 DB (5771) - SO2 Oxidation,15.15,,379.4,0.0296,1,0.09699999999999999
466,240422,5771,Crystal River Unit 5 Layer 2 Fall 25 Replacement - 26x6 DB (5771) - Pressure Drop,17.19,,365.6,0.0296,7,0.09699999999999999
467,240511,5775,PBF Energy Toledo New Catalyst (5775) - NOx EPRI/VGB,10.36,,354.0,0.0207,3,0.08
468,240511,5775,PBF Energy Toledo New Catalyst (5775) - SO2 Oxidation,10.36,,354.0,0.0207,1,0.08
469,220232-1,2571,2571 Warren County CO,,3.41,363.4,0.1204,4,0.0894
470,240592,2611,Baytown WHB 68,15.65,,277.0,0.128,3,0.078
471,,2112,Radford C C-Line (Legacy),10.22,,315.6,0.209,3,0.067
472,240549,4495,New Indy North,19.65,,454.44,0.1125,3,0.09849999999999999
473,250047,,Elm Road U,,2.38,432.0,0.05,3,0.09
474,250047,,Elm Road,,2.38,432.0,0.05,1,0.09
475,240148-1,,Baldwin NOx,,2.32,382.0,0.032,3,0.115
476,240148-1,,Baldwin SO2,,2.32,382.0,0.032,1,0.115
477,240267,6276,Astoria II (6276) w/ CO,34.73,,343.33,0.1245,3,0.0868
478,240508,,Kincaid U2 NOx,,2.25,357.0,0.031,3,0.129
479,240508,,Kincaid U2 SO2,,2.25,357.0,0.031,1,0.129
480,240316,,Cross U3 NOx,,2.21,394.0,0.039,3,0.083
481,240316,,Cross U3 SO2,,2.21,394.0,0.039,1,0.083
482,240539,,Gibson U1 NOx,,1.84,385.0,0.035,3,0.11
483,240539,,Gibson U1 SO2,,1.84,385.0,0.035,1,0.11
484,240578,6390,NOx Type 2,36.36,,358.89,0.1142,3,0.1594
485,240578,6390,S12-17STc Std Activity Test,42.0,,320.0,0.15,3,0.07
486,240578,6390,Pressure Drop,16.87,,358.89,0.1142,7,0.1594
487,250067,,5 Temperature Ramp for Wolf Hills,,4.419,162.8,0.1,4,0.015
488,250079,2763,2763 Santan 6,46.4,,343.3,0.139,3,0.0747
489,240564,6380,Kinder Morgan Unit B Replmt (6380) Type 2,48.62,,288.33,0.1557,3,0.0966
490,240564,6380,S21-15STc Standard Activity Test,32.0,,320.0,0.15,3,0.07
491,240564,6380,Kinder Morgan Unit B Replmt (6380) Pressure Drop,37.11,,356.11,0.12359999999999999,7,0.1243
492,240547,6369,Oxnard SCR Replmt s25 (6369) Type 2,15.64,,482.22,0.15560000000000002,3,0.1
493,240547,6369,S12-17MTc Standard Activity Test,28.7,,442.0,0.145,3,0.10400000000000001
494,240547,6369,Oxnard SCR Replmt s25 (6369) Pressure Drop,10.14,,482.22,0.15560000000000002,7,0.1
495,240606,6401,"Solaris xAI Memphis Data Center (6401,6402) Type 2",23.0,,454.44,0.15710000000000002,3,0.056299999999999996
496,240606,6401,"Solaris xAI Memphis Data Center (6401,6402) CO Oxidation",21.63,,454.44,0.15710000000000002,4,0.056299999999999996
497,240606,6401,"Solaris xAI Memphis Data Center (6401,6402) Pressure Drop",15.92,,454.44,0.15710000000000002,7,0.056299999999999996
498,240606,6401,"Solaris xAI Memphis Data Center (6401,6402) VOC Removal",21.63,,454.44,0.15710000000000002,5,0.056299999999999996
499,240604,6400,Aera Energy Cogen 32 (McKittrick) (6400) Type 2,7.35,,176.67,0.1474,3,0.05
500,240604,6400,Aera Energy Cogen 32 (McKittrick) (6400) Pressure Drop,5.69,,176.67,0.1474,7,0.05
501,250029,6417,Valero Three Rivers 54F2 Spare (6417) Type 2,25.25,,383.33,0.03,3,0.1812
502,250029,6417,Valero Three Rivers 54F2 Spare (6417) Pressure Drop,19.1,,383.33,0.03,7,0.1812
503,250035,6419,Big Spring Boiler 24 SCR Repl (6419) Type 2,17.38,,287.78,0.035699999999999996,3,0.16
504,250035,6419,Big Spring Boiler 24 SCR Repl (6419) Pressure Drop,13.14,,287.78,0.035699999999999996,7,0.16
505,250035,6419,S27-15STb Standard Activity Test,32.0,,320.0,0.15,3,0.07
506,240281,6282,Solar Temple University (6282) Type 2,13.94,,207.56,0.0907,3,0.1484
507,240281,6282,S12-17STc Standard Activity Test,42.0,,320.0,0.15,3,0.07
508,240281,6282,Solar Temple University (6282) Pressure Drop,13.34,,212.72,0.10060000000000001,7,0.10769999999999999
509,240459,6371,Mir-Plains End M3 POA033767 (6371) CO Oxidation / VOC Removal,27.08,,375.0,0.13369999999999999,4,0.08
510,240459,6371,Mir-Plains End M3 POA033767 (6371) Pressure Drop,23.02,,375.0,0.13369999999999999,7,0.08
511,250041,5787,S59-15STa Standard Activity Test,32.0,,320.0,0.15,3,0.07
512,240601,6399,MOD NC RFAAP (6399) NOx-Type 2,6.75,,260.0,0.22219999999999998,3,0.1
513,240601,6399,S33-15NDb Standard Activity Test,32.9,,293.0,0.161,3,0.0576
514,240597,6397,Franklin NOx Catalyst (6397) Type 2,25.89,,267.2,0.10400000000000001,3,0.25
515,240597,6397,S59-15STa Standard Activity Test,32.0,,320.0,0.15,3,0.07
516,240597,6397,Franklin NOx Catalyst (6397) Pressure Drop,21.41,,267.2,0.10400000000000001,7,0.25
517,240567,6384,Shenzhen Kaisheng ME Sabah Qibin (6384) Type 2,23.93,,364.0,0.1173,3,0.1213
518,240567,6384,Shenzhen Kaisheng ME Sabah Qibin (6384) Pressure Drop,19.91,,364.0,0.1173,7,0.1213
519,240567,6384,Shenzhen Kaisheng ME Sabah Qibin (6384) CO Oxidation,7.16,,449.0,0.1234,4,0.10099999999999999
520,240598,6398,Madison NOx Catalyst (6398) Type 2,25.89,,267.2,0.10400000000000001,3,0.25
521,240598,6398,Madison NOx Catalyst (6398) Pressure Drop,21.41,,267.2,0.10400000000000001,7,0.25
522,240594,6393,311JA Solar Titan SCR Catalyst Replacement (6393) Type 2,28.5,,443.33,0.1563,3,0.0558
523,240594,6393,311JA Solar Titan SCR Catalyst Replacement (6393) Pressure Drop,18.36,,443.33,0.1563,7,0.0558
524,240594,6393,S21-15ETb Standard Activity Test,22.96,,442.0,0.145,3,0.10400000000000001
525,240378,6334,Torrance Reformer U4F-1 Repl 2024 (6334) Type 2,13.73,,387.78,0.1026,3,0.162
526,240378,6334,Torrance Reformer U4F-1 Repl 2024 (6334) Pressure Drop,5.79,,387.78,0.1026,7,0.162
527,250004,5785,Lightstone Gavin Fall 2025 Rx 1 and 3 - 18x9 (5785) NOx EPRI/VGB,19.69,,363.89,0.0384,3,0.08800000000000001
528,250004,5785,Lightstone Gavin Fall 2025 Rx 1 and 3 - 18x9 (5785) SO2 Oxidation,19.69,,363.89,0.0384,1,0.08800000000000001
529,250004,5785,Lightstone Gavin Fall 2025 Rx 1 and 3 - 18x9 (5785) Pressure Drop,19.69,,363.89,0.0384,7,0.08800000000000001
530,250004,5786,Lightstone Gavin Fall 2025 Rx 1 and 3 - 26x6 (5786) NOx - EPRI/VGB,16.33,,363.89,0.0384,3,0.08800000000000001
531,250004,5786,Lightstone Gavin Fall 2025 Rx 1 and 3 - 26x6 (5786) SO2 Oxidation,16.33,,363.89,0.0384,1,0.08800000000000001
532,250004,5786,Lightstone Gavin Fall 2025 Rx 1 and 3 - 26x6 (5786) Pressure Drop,16.33,,363.89,0.0384,7,0.08800000000000001
533,240535,6368,Goldstrike 4 2025 (6368) NOx Type 2,20.0,,387.78,0.0294,3,0.1578
534,240535,6368,S37-15STb Standard Activity Test,32.0,,320.0,0.15,3,0.07
535,240535,6368,Goldstrike 4 2025 (6368) Pressure Drop,15.73,,387.78,0.0294,7,0.1578
536,250003,6412,Bill Greehey Crude Heaters Spare (6412) NOx Type 2,22.85,,365.56,0.030299999999999997,3,0.1739
537,250003,6412,Bill Greehey Crude Heaters Spare (6412) Pressure Drop,17.22,,365.56,0.030299999999999997,7,0.1739
538,240571,5780,Weston New DB Fall 2025 (5780) NOx - EPRI/VGB,15.0,,389.0,0.025,3,0.139
539,240571,5780,Weston New DB Fall 2025 (5780) SO2 Oxidation,15.0,,389.0,0.025,1,0.139
540,240571,5780,Weston New DB Fall 2025 (5780) Pressure Drop,15.0,,389.0,0.025,7,0.139
541,240445,5773,"Cumberland Unit 1 Fall 2025, New Portion (5773) NOx - EPRI/VGB",17.69,,350.0,0.040999999999999995,3,0.079
542,240445,5773,"Cumberland Unit 1 Fall 2025, New Portion (5773) SO2 Oxidation",17.69,,350.0,0.040999999999999995,1,0.079
543,240445,5773,"Cumberland Unit 1 Fall 2025, New Portion (5773) Pressure Drop",17.69,,350.0,0.040999999999999995,7,0.079
544,240587,5782,DTE Monroe U2 L4 sp26 (5782) NOx - EPRI/VGB,13.96,,357.2,0.030299999999999997,3,0.105
545,240587,5782,DTE Monroe U2 L4 sp26 (5782) SO2 Oxidation,13.96,,357.2,0.030299999999999997,1,0.105
546,240587,5782,DTE Monroe U2 L4 sp26 (5782) Pressure Drop,13.96,,357.2,0.030299999999999997,7,0.105
547,250049,4909,Guardian Glass,13.83,,400.0,0.1112,3,0.1975
548,240466,2752,Saguaro,40.65,,343.3,0.15960000000000002,3,0.085
