Reactor Loads Summary (created on 2025-03-10 16:45:01)

================================================================================
RECENT REACTOR LOADS (after October 1, 2024)
================================================================================
LoadID | LRF Number | Job Number | PCN | Submitted Date | Submitted By | Test Type | Test Condition | Reactor | Condition Type | Sample Count
SO2 | 100.0 | ppmvd
NO | 1420.26 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
DELT-1-25-0227 | Honeycomb

Load ID: 656, LRF: LR-25-00158, Condition: Gibson U1 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 277.0 | ppmvd
SO2 | 2775.0 | ppmvd
NO | 277.0 | ppmvd
SO2 | 2775.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240540-PCS-2 | Plate

Load ID: 655, LRF: LR-25-00157, Condition: Gibson U1 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 277.0 | ppmvd
SO2 | 2775.0 | ppmvd
NO | 277.0 | ppmvd
SO2 | 2775.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240540-PCS-1 | Plate

Load ID: 654, LRF: LR-25-00156, Condition: AECI Siemens (6186) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6186 LL3 | Honeycomb

Load ID: 653, LRF: LR-25-00156, Condition: AECI Siemens (6186) - NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6186 LL2 | Honeycomb

Load ID: 652, LRF: LR-25-00155, Condition: DTE Monroe U2 L4 sp26 (5782) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5782 LL5 | Honeycomb

Load ID: 651, LRF: LR-25-00155, Condition: DTE Monroe U2 L4 sp26 (5782) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5782 LL4 | Honeycomb

Load ID: 650, LRF: LR-25-00155, Condition: DTE Monroe U2 L4 sp26 (5782) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5782 LL3 | Honeycomb

Load ID: 649, LRF: LR-25-00155, Condition: DTE Monroe U2 L4 sp26 (5782) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5782 LL2 | Honeycomb

Load ID: 648, LRF: LR-25-00155, Condition: DTE Monroe U2 L4 sp26 (5782) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5782 LL1 | Honeycomb

Load ID: 647, LRF: LR-25-00154, Condition: Cumberland Unit 1 Fall 2025, New Portion (5773) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5773 LL4 | Honeycomb

Load ID: 646, LRF: LR-25-00154, Condition: Cumberland Unit 1 Fall 2025, New Portion (5773) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5773 LL3 | Honeycomb

Load ID: 645, LRF: LR-25-00154, Condition: Cumberland Unit 1 Fall 2025, New Portion (5773) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5773 LL2 | Honeycomb

Load ID: 644, LRF: LR-25-00154, Condition: Cumberland Unit 1 Fall 2025, New Portion (5773) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5773 LL1 | Honeycomb

Load ID: 643, LRF: LR-25-00153, Condition: DTE Monroe U4L4 Spr 2025 (5747) - NOx EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5747-0201-0375 | Honeycomb

Load ID: 642, LRF: LR-25-00153, Condition: DTE Monroe U4L4 Spr 2025 (5747) - NOx EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5747-0101-0440 | Honeycomb

Load ID: 641, LRF: LR-25-00152, Condition: Weston New DB Fall 2025 (5780) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5780 LL3 | Honeycomb

Load ID: 640, LRF: LR-25-00152, Condition: Weston New DB Fall 2025 (5780) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5780 LL2 | Honeycomb

Load ID: 639, LRF: LR-25-00152, Condition: Weston New DB Fall 2025 (5780) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5780 LL1 | Honeycomb

Load ID: 638, LRF: LR-25-00151, Condition: Bill Greehey Crude Heaters Spare (6412) NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6412 LL1 | Honeycomb

Load ID: 637, LRF: LR-25-00149, Condition: 2907 Greensville CO Ox
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NO | 37.2 | ppmvd
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
GREE-1A-1-30-1024 | Plate

Load ID: 636, LRF: LR-25-00150, Condition: Goldstrike 4 2025 (6368) NOx Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.1 | ppmvd
H2O | 7.0 | %
O2 | 15.0 | %
NO | 25.0 | ppmvd
Temperature | 320.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6368 LL1 | Honeycomb

Load ID: 635, LRF: LR-25-00148, Condition: Lightstone Gavin Fall 2025 Rx 1 and 3 - 26x6 (5786) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5786 LL3 | Honeycomb

Load ID: 634, LRF: LR-25-00148, Condition: Lightstone Gavin Fall 2025 Rx 1 and 3 - 26x6 (5786) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5786 LL2 | Honeycomb

Load ID: 633, LRF: LR-25-00148, Condition: Lightstone Gavin Fall 2025 Rx 1 and 3 - 26x6 (5786) NOx - EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5786 LL1 | Honeycomb

Load ID: 632, LRF: LR-25-00147, Condition: Lightstone Gavin Fall 2025 Rx 1 and 3 - 18x9 (5785) NOx EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5785 LL2 | Honeycomb

Load ID: 631, LRF: LR-25-00147, Condition: Lightstone Gavin Fall 2025 Rx 1 and 3 - 18x9 (5785) NOx EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5785 LL1 | Honeycomb

Load ID: 630, LRF: LR-25-00146, Condition: Torrance Reformer U4F-1 Repl 2024 (6334) Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6334-0101-0415 | Honeycomb

Load ID: 629, LRF: LR-25-00145, Condition: 311JA Solar Titan SCR Catalyst Replacement (6393) Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.36 | ppmvd
H2O | 10.4 | %
O2 | 14.5 | %
NO | 25.0 | ppmvd
Temperature | 442.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6393 LL1 | Honeycomb

Load ID: 628, LRF: LR-25-00144, Condition: Madison NOx Catalyst (6398) Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6398 LL1 | Honeycomb

Load ID: 627, LRF: LR-25-00143, Condition: Shenzhen Kaisheng ME Sabah Qibin (6384) Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6384 LL1 | Honeycomb

Load ID: 626, LRF: LR-25-00142, Condition: Franklin NOx Catalyst (6397) Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.1 | ppmvd
H2O | 7.0 | %
O2 | 15.0 | %
NO | 25.0 | ppmvd
Temperature | 320.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6397 LL1 | Honeycomb

Load ID: 625, LRF: LR-25-00141, Condition: MOD NC RFAAP (6399) NOx-Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.84 | ppmvd
NO | 2.05 | ppmvd
H2O | 5.76 | %
O2 | 16.1 | %
NO2 | 38.95 | ppmvd
Temperature | 293.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6399 LL1 | Honeycomb
6399 LL1 | Honeycomb

Load ID: 624, LRF: LR-25-00140, Condition: S59-15STa Standard Activity Test
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.1 | ppmvd
H2O | 7.0 | %
O2 | 15.0 | %
NO | 25.0 | ppmvd
Temperature | 320.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5787 LL1 | Honeycomb

Load ID: 623, LRF: LR-25-00139, Condition: Mir-Plains End M3 POA033767 (6371) CO Oxidation / VOC Removal
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6371-0101-0201 | Honeycomb
6371-0101-0201 | Honeycomb

Load ID: 622, LRF: LR-25-00138, Condition: Solar Temple University (6282) Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.1 | ppmvd
H2O | 7.0 | %
O2 | 15.0 | %
NO | 25.0 | ppmvd
Temperature | 320.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6282 LL1 | Honeycomb

Load ID: 621, LRF: LR-25-00137, Condition: Big Spring Boiler 24 SCR Repl (6419) Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.1 | ppmvd
H2O | 7.0 | %
O2 | 15.0 | %
NO | 25.0 | ppmvd
Temperature | 320.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6419 LL1 | Honeycomb

Load ID: 620, LRF: LR-25-00136, Condition: Valero Three Rivers 54F2 Spare (6417) Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6417 LL1 | Honeycomb

Load ID: 619, LRF: LR-25-00135, Condition: Aera Energy Cogen 32 (McKittrick) (6400) Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6400 LL1 | Honeycomb

Load ID: 618, LRF: LR-25-00134, Condition: Solaris xAI Memphis Data Center (6401,6402) Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6401 LL1 | Honeycomb
6402 LL1 | Honeycomb

Load ID: 617, LRF: LR-25-00133, Condition: Oxnard SCR Replmt s25 (6369) Type 2
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.36 | ppmvd
H2O | 10.4 | %
O2 | 14.5 | %
NO | 25.0 | ppmvd
Temperature | 442.0 | °C

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6369 LL1 | Honeycomb

Load ID: 616, LRF: LR-25-00132, Condition: Kinder Morgan Unit B Replmt (6380) Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6380 LL1 | Honeycomb

Load ID: 615, LRF: LR-25-00131, Condition: 2763 Santan 6
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.327 | ppmvd
NO | 10.7 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
276313931425 | Honeycomb

Load ID: 614, LRF: LR-25-00130, Condition: 2784 Santan 5
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.327 | ppmvd
NO | 10.7 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
0409-2564 | Honeycomb

Load ID: 613, LRF: LR-25-00130, Condition: 2784 Santan 5
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.327 | ppmvd
NO | 10.7 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
2544 | Honeycomb

Load ID: 612, LRF: LR-25-00129, Condition: Winyah U1 NOx Removal
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 391.0 | ppmvd
SO2 | 2100.0 | ppmvd
NO | 391.0 | ppmvd
SO2 | 2100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240394-PCS-1 | Plate

Load ID: 611, LRF: LR-25-00128, Condition: Gibson U1 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 277.0 | ppmvd
SO2 | 2775.0 | ppmvd
NO | 277.0 | ppmvd
SO2 | 2775.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240541-PCS-1 | Plate

Load ID: 610, LRF: LR-25-00126, Condition: 5 Temperature Ramp for Wolf Hills
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WOLF-5B-2-25-0212 | Plate

Load ID: 609, LRF: LR-25-00126, Condition: 5 Temperature Ramp for Wolf Hills
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WOLF-5A-1-25-0212 | Plate

Load ID: 608, LRF: LR-25-00125, Condition: NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6390 LL2 | Honeycomb

Load ID: 607, LRF: LR-25-00125, Condition: NOx Type 2
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6390-0101-0006 | Honeycomb

Load ID: 606, LRF: LR-25-00124, Condition: Gibson U1 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 277.0 | ppmvd
SO2 | 2775.0 | ppmvd
NO | 277.0 | ppmvd
SO2 | 2775.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240539-PCS-1 | Plate

Load ID: 605, LRF: LR-25-00123, Condition: Cross U3 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 211.0 | ppmvd
SO2 | 2100.0 | ppmvd
SO3 | 21.0 | ppmvd
NO | 211.0 | ppmvd
SO2 | 2100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240316-PCP-2 | Honeycomb

Load ID: 604, LRF: LR-25-00122, Condition: Miami Fort U8 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
SO3 | 15.0 | ppmvd
NO | 363.0 | ppmvd
SO2 | 2584.0 | ppmvd
SO3 | 15.0 | ppmvd
NO | 363.0 | ppmvd
SO2 | 2584.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240545-PCS-2 | Plate

Load ID: 603, LRF: LR-25-00121, Condition: 2021 Roseville
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.15 | ppmvd
NO | 9.79 | ppmvd
NO2 | 11.97 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
2121-1179-0405 | Honeycomb

Load ID: 602, LRF: LR-25-00120, Condition: Kincaid U2 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
SO2 | 248.0 | ppmvd
NO | 300.0 | ppmvd
SO3 | 2.0 | ppmvd
SO2 | 248.0 | ppmvd
NO | 300.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240508-PCS-2 | Plate

Load ID: 601, LRF: LR-25-00118, Condition: Kincaid U2 NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
SO2 | 248.0 | ppmvd
NO | 300.0 | ppmvd
SO3 | 2.0 | ppmvd
SO2 | 248.0 | ppmvd
NO | 300.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240508-PCS-1 | Plate

Load ID: 600, LRF: LR-25-00119, Condition: Winyah U1 NOx Removal
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 391.0 | ppmvd
SO2 | 2100.0 | ppmvd
NO | 391.0 | ppmvd
SO2 | 2100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240394-PCP-1 | Plate

Load ID: 598, LRF: LR-25-00117, Condition: Astoria II (6276) w/ CO
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.978 | ppmvd
NO | 64.44 | ppmvd
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
6276-0101-5582 | Honeycomb

Load ID: 523, LRF: LR-25-00062, Condition: TokaiBorger DeNOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.959 | ppmvd
CO | 100.0 | ppmvd
NO | 300.0 | ppmvd
NH3:NOx Molar Ratio | 0.959 | ppmvd
CO | 100.0 | ppmvd
NO | 300.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
Borg-1-2025.01.15 | Honeycomb

Load ID: 597, LRF: LR-25-00114, Condition: Baldwin NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 188.0 | ppmvd
SO2 | 198.0 | ppmvd
SO3 | 2.0 | ppmvd
NO | 188.0 | ppmvd
SO2 | 198.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240148-PCS-2 | Plate

Load ID: 596, LRF: LR-25-00113, Condition: Baldwin NOx
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 188.0 | ppmvd
SO2 | 198.0 | ppmvd
SO3 | 2.0 | ppmvd
NO | 188.0 | ppmvd
SO2 | 198.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
240148-PCS-1 | Plate

Load ID: 595, LRF: LR-25-00112, Condition: Elm Road U
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
ELM-U1L4-RxB-01.24 | Plate

Load ID: 594, LRF: LR-25-00112, Condition: Elm Road U
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
ELM-U1L3-RxB-01.24 | Plate

Load ID: 593, LRF: LR-25-00112, Condition: Elm Road U
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
ELM-U1L2-RxB-01.24 | Plate

Load ID: 592, LRF: LR-25-00112, Condition: Elm Road U
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
ELM-U1L1-RxB-01.24 | Plate

Load ID: 591, LRF: LR-25-00112, Condition: Elm Road U
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
ELM-U1L4-RxA-01.24 | Plate

Load ID: 590, LRF: LR-25-00112, Condition: Elm Road U
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
ELM-U1L3-RxA-01.24 | Plate

Load ID: 589, LRF: LR-25-00112, Condition: Elm Road U
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
ELM-U1L2-RxA-01.24 | Plate

Load ID: 588, LRF: LR-25-00112, Condition: Elm Road U
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd
NO | 165.0 | ppmvd
SO2 | 2036.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
ELM-U1L1-RxA-01.24 | Plate

Load ID: 587, LRF: LR-25-00111, Condition: Harrison U3L1 DB s25 (5764) - NOx EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5764-0101-0775 | Honeycomb

Load ID: 586, LRF: LR-25-00110, Condition: New Indy North
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.152 | ppmvd
NO | 32.22 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
INDY-1 North-1-25-0130 | Honeycomb

Load ID: 585, LRF: LR-25-00108, Condition: 4995 OGE Redbud U4
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 1.323 | ppmvd
NO | 15.64 | ppmvd
CO | 26.09 | ppmvd
NH3:NOx Molar Ratio | 1.3 | ppmvd
NO | 7.92 | ppmvd
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
4995-0101-0001 | Honeycomb

Load ID: 584, LRF: LR-25-00106, Condition: Radford C C-Line (Legacy)
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.958 | ppmvd
NO | 260.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
2108-1068-1661 | Honeycomb
2108-1068-1661 | Honeycomb

Load ID: 582, LRF: LR-25-00105, Condition: Baytown WHB 68
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
NH3:NOx Molar Ratio | 0.994 | ppmvd
NO | 116.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
261100900535 | Honeycomb

Load ID: 581, LRF: LR-25-00104, Condition: 2571 Warren County CO
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WARR-1C-3-24-0116 | Plate

Load ID: 580, LRF: LR-25-00104, Condition: 2571 Warren County CO
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WARR-1B-2-24-0116 | Plate

Load ID: 579, LRF: LR-25-00104, Condition: 2571 Warren County CO
--------------------------------------------------------------------------------
Parameter | Value | Units
----------------------------------------
CO | 100.0 | ppmvd

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
WARR-1A-1-24-0116 | Plate

Load ID: 578, LRF: LR-25-00103, Condition: PBF Energy Toledo New Catalyst (5775) - NOx EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5775 LL1 | Honeycomb

Load ID: 577, LRF: LR-25-00102, Condition: Crystal River Unit 5 Layer 2 Fall 25 Replacement - 26x6 DB (5771) - NOx EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
5771 LL1 | Honeycomb

Load ID: 576, LRF: LR-25-00101, Condition: Crystal River Unit 5 layer 2 Fall 25 Replacement - 22 cell (5772) - NOx EPRI/VGB
--------------------------------------------------------------------------------
No detailed parameters found

Samples for this load:
----------------------------------------
Sample Number | Sample Type
----------------------------------------
