ReactorLoadID,LabRequestNumber,job_number,pcn,time_submitted,created_by,request_type,testing_area,reactor,load_start,load_end,load_status,priority,sample_count,sample_numbers,sample_types,test_condition_count,NOx_Removal_count,SO2_Oxidation_count,CO_Oxidation_count,VOC_Oxidation_count,Hg_Oxidation_count,CH2O_Oxidation_count,test_conditions,testconditiondescription,SO2,CO,NO,NO2
561,LR-25-00095,240470,5774,2025-01-23 10:00:21.064678,thornburgba,Quality Plan,,,,,Backlog,111,1,5774-0201-0060,Honeycomb,1,1,0,0,0,0,0,NOx Removal,AECI New Madrid 2 Layers Spring 2025 (5774) - NOx EPRI/VGB,,,,
562,LR-25-00095,240470,5774,2025-01-23 10:00:21.064678,thornburgba,Quality Plan,,,,,Backlog,112,1,5774-0301-0150,Honeycomb,1,1,0,0,0,0,0,NOx Removal,AECI New Madrid 2 Layers Spring 2025 (5774) - NOx EPRI/VGB,,,,
563,LR-25-00095,240470,5774,2025-01-23 10:00:21.064678,thornburgba,Quality Plan,Full Bench,R3,2025-02-07 14:22:00,2025-02-11 11:47:00,Report Delivered,100,1,5774-0401-0600,Honeycomb,2,1,1,0,0,0,0,"NOx Removal, SO2 Oxidation",AECI New Madrid 2 Layers Spring 2025 (5774) - NOx EPRI/VGB; AECI New Madrid 2 Layers Spring 2025 (5774) - SO2 Oxidation,,,,
564,LR-25-00095,240470,5774,2025-01-23 10:00:21.064678,thornburgba,Quality Plan,,,,,Backlog,113,1,5774-0502-0304,Honeycomb,1,1,0,0,0,0,0,NOx Removal,AECI New Madrid 2 Layers Spring 2025 (5774) - NOx EPRI/VGB,,,,
565,LR-25-00095,240470,5774,2025-01-23 10:00:21.064678,thornburgba,Quality Plan,,,,,Backlog,114,1,5774-0601-0459,Honeycomb,1,1,0,0,0,0,0,NOx Removal,AECI New Madrid 2 Layers Spring 2025 (5774) - NOx EPRI/VGB,,,,
566,LR-25-00095,240470,5774,2025-01-23 10:00:21.064678,thornburgba,Quality Plan,Full Bench,R2,2025-02-21 12:08:00,2025-02-25 15:09:00,QC Complete,100,1,5774-0703-0300,Honeycomb,2,1,1,0,0,0,0,"NOx Removal, SO2 Oxidation",AECI New Madrid 2 Layers Spring 2025 (5774) - NOx EPRI/VGB; AECI New Madrid 2 Layers Spring 2025 (5774) - SO2 Oxidation,,,,
558,LR-25-00094,240300,5779,2025-01-23 09:53:27.998521,thornburgba,Quality Plan,Full Bench,R3,2025-01-31 13:33:00,2025-01-31 23:00:00,Report Delivered,100,1,5779-0105-0551,Honeycomb,2,1,1,0,0,0,0,"NOx Removal, SO2 Oxidation",Amos Uint 2 Layer 2 18 x 9 DB Spring 25 (5779) - NOx EPRI/VGB; Amos Uint 2 Layer 2 18 x 9 DB Spring 25 (5779) - SO2 Oxidation,,,,
559,LR-25-00094,240300,5779,2025-01-23 09:53:27.998521,thornburgba,Quality Plan,Full Bench,R3,2025-02-04 08:27:00,2025-02-04 16:00:00,Report Delivered,100,1,5779-0204-0454,Honeycomb,1,1,0,0,0,0,0,NOx Removal,Amos Uint 2 Layer 2 18 x 9 DB Spring 25 (5779) - NOx EPRI/VGB,,,,
557,LR-25-00093,240391,5770,2025-01-22 16:39:04.860824,thornburgba,Quality Plan,,,,,Backlog,115,1,5770-0101-0451,Honeycomb,2,1,1,0,0,0,0,"NOx Removal, SO2 Oxidation",Black Hills Power Wygen New Catalyst Purchase Spring 2025 (5770) - NOx EPRI/VGB; Black Hills Power Wygen New Catalyst Purchase Spring 2025 (5770) - SO2 Oxidation,,,,
556,LR-25-00092,240251,5769,2025-01-22 16:35:25.341256,thornburgba,Quality Plan,Full Bench,R2,2025-01-30 21:00:00,2025-02-04 12:00:00,Report Delivered,100,3,"5769-0102-0475, 5769-0102-0479, 5769-0102-0557","Honeycomb, Honeycomb, Honeycomb",1,1,0,0,0,0,0,NOx Removal,Joliet Relmt Feb 2025 (5769) - NOx Type 2,,,,
555,LR-25-00091,240316,5767,2025-01-22 16:30:00.965807,thornburgba,Quality Plan,,,,,Backlog,116,1,5767-0101-0292,Honeycomb,2,1,1,0,0,0,0,"NOx Removal, SO2 Oxidation",Cross U3 Hyb New 18x9 s25 (5767) - NOx EPRI/VGB; Cross U3 Hyb New 18x9 s25 (5767) - SO2 Oxidation,,,,
553,LR-25-00090,240297,5764,2025-01-22 16:11:14.839749,thornburgba,Quality Plan,Full Bench,R3,2025-02-06 14:30:00,2025-02-07 13:15:00,Report Delivered,100,1,5764-0204-0403,Honeycomb,1,1,0,0,0,0,0,NOx Removal,Harrison U3L1 DB s25 (5764) - NOx EPRI/VGB,,,,
554,LR-25-00090,240297,5764,2025-01-22 16:11:14.839749,thornburgba,Quality Plan,,,,,,,1,5764-0301-0600,Honeycomb,1,1,0,0,0,0,0,NOx Removal,Harrison U3L1 DB s25 (5764) - NOx EPRI/VGB,,,,
550,LR-25-00089,230593,5747,2025-01-22 16:02:32.357065,thornburgba,Quality Plan,Full Bench,R2,2025-01-03 12:23:00,2025-01-07 15:00:00,Report Delivered,100,1,5747-0303-0454,Honeycomb,1,1,0,0,0,0,0,NOx Removal,DTE Monroe U4L4 Spr 2025 (5747) - NOx EPRI/VGB,,,,
